seg_id,time_to_failure
seg_161aeb,7.830511660789181
seg_161f5f,3.0168523105972676
seg_162fc4,6.340982012223622
seg_16566c,4.5444218134998895
seg_166f70,8.589349515190953
seg_168d1c,6.426115472257796
seg_16a270,6.637296812038568
seg_16c3a7,4.7402491919027
seg_17067e,4.048443692330732
seg_170684,8.25700070566476
seg_170a0c,8.427564280005283
seg_176542,7.03521989007481
seg_17799c,6.684204242184213
seg_179d90,8.221550571998316
seg_17adc0,4.005525222196426
seg_17d1ff,4.7469143989364815
seg_17e596,7.234839478381365
seg_180481,4.339281960159917
seg_18096a,6.429358212688215
seg_1815fe,8.86027201214747
seg_1827c5,8.52469549129356
seg_184222,4.874904653282967
seg_185ad6,8.216853847301643
seg_18d1d0,3.9457382336514764
seg_18d307,1.7863212275042073
seg_18f633,1.5438687300643066
seg_18f853,5.489996956529203
seg_18fb65,2.642415702855895
seg_193404,9.025340100347616
seg_19515c,5.164155200965662
seg_195eda,5.355479949314786
seg_1969c8,6.882010594870301
seg_19b08e,4.342085127972898
seg_19b9dd,6.448045913133678
seg_19e1ff,6.302443110981817
seg_19ec5c,9.384591519674323
seg_1a0e94,9.07371428201557
seg_1a0eca,4.796872576312067
seg_1a671a,4.572091210793266
seg_1a791c,4.892375939129586
seg_1a8e06,2.564682566266437
seg_1a8f0d,3.6598180517147445
seg_1a8f2c,6.534389328015954
seg_1abcaf,2.3817344811235333
seg_1ac9e2,4.845692369113777
seg_1ae362,6.762485234827994
seg_1afa29,2.9316231601558687
seg_1b08a4,4.489437387664453
seg_1b1ad8,4.306100287603792
seg_1b2298,7.443771723332074
seg_1b78af,5.098265176441914
seg_1baf33,4.3988417406571685
seg_1bd38e,8.786814207185126
seg_1bf7b3,2.8504908187473514
seg_1c401b,7.492741152285936
seg_1c4c5b,5.3221725453595115
seg_1c4e72,5.134050364612968
seg_1c849d,4.647694543762159
seg_1c904f,2.462785931350462
seg_1c929e,4.602020582687573
seg_1cb942,7.452219448150985
seg_1cd352,5.507969334834783
seg_1cf1b5,4.496053455501313
seg_1d044c,3.700051214315955
seg_1d11e5,4.3182954197193455
seg_1d596d,4.77674849228906
seg_1d980f,4.175580624655999
seg_1da819,3.8805703441761126
seg_1db443,6.0161657542546
seg_1db8e8,8.56702405715493
seg_1dec9c,8.694018233680726
seg_1e0523,3.515161725430929
seg_1e0b82,7.134606650819672
seg_1e572b,7.884401863961733
seg_1e617a,4.1051966725780105
seg_1e61d6,2.3792539027482325
seg_1e677e,4.991121349031642
seg_1eae76,5.5050232527247696
seg_1ebe6b,3.5300683082834565
seg_1ece48,4.641766886762267
seg_1eeb8f,3.0204275778469314
seg_1ef708,2.199154173529027
seg_1f1e60,8.042455353116388
seg_1f3d44,6.3861005421266634
seg_1f3ede,3.8648354661025026
seg_1f5240,3.7487516172323225
seg_1f7cf8,2.669785850017396
seg_1f9aed,5.414338490733343
seg_1fa983,2.9920008188045384
seg_1fc7ab,5.74835060310824
seg_1fe311,8.367363021877923
seg_2005a7,5.190478207264308
seg_2018c8,8.798861317459197
seg_204dc6,2.163871620919622
seg_208ba5,3.140054453387181
seg_2099f4,5.104744437589952
seg_20a990,4.392661035193199
seg_20b8d0,4.192376620277296
seg_20cbac,4.967915148878869
seg_20cc25,1.5717708233482455
seg_20d9de,8.898843749751904
seg_20e9ad,5.298431915682364
seg_210388,5.3242135918681175
seg_211299,5.852227039651451
seg_211486,8.5785845823657
seg_214492,4.376029418400926
seg_217eed,3.688847943995977
seg_218049,3.6821759855718814
seg_21eebb,4.891671837569088
seg_21faa9,9.34437135904973
seg_222c5f,2.1143316188063
seg_225320,9.349453001710993
seg_226e60,7.8911033928362695
seg_229eda,5.883207164960806
seg_22e509,4.654189293385002
seg_2313d1,5.207197886172055
seg_232559,8.259985946637583
seg_23323e,3.485756260578009
seg_2367fb,7.852817288756778
seg_238242,7.475046086310642
seg_2383c2,6.0230004562989725
seg_2396a2,2.1027504164575195
seg_23b123,8.907050034453151
seg_23bdf9,5.966145641699893
seg_23c947,1.5691105843445028
seg_23efb0,5.615887777739008
seg_23f823,4.1696722524353245
seg_23fe27,7.208727882192919
seg_241266,3.9128947082507652
seg_24157a,6.126020792668124
seg_24458d,4.420622288969382
seg_2465ce,5.853630364210812
seg_247262,5.294144224617307
seg_24ba8d,5.162521827723893
seg_24c078,5.9589274315790535
seg_24c1c9,4.68377100733633
seg_24e071,4.038240520287936
seg_24f338,2.548369381705621
seg_257b8a,6.396598016966438
seg_2597af,5.1446404906524705
seg_259c63,4.9591286645851556
seg_259d65,4.313975797735746
seg_259dd3,8.789226751573805
seg_25aa9f,8.802410284173401
seg_25ab3f,3.2088900096410176
seg_25b38a,7.705034136285031
seg_25c8dc,5.874772108823956
seg_25cca7,7.181663130890973
seg_25e76d,2.401652535172578
seg_26049e,8.262969013220635
seg_263deb,4.270273428332444
seg_263fb3,2.3763345516818393
seg_2642d0,4.947356791456093
seg_2642d4,6.4160255903251535
seg_264c7d,6.874143720088621
seg_266805,4.75521598000709
seg_266c6e,4.462603789785649
seg_266d4e,4.6390112194578945
seg_268249,5.5701130821604155
seg_268625,4.476448103315463
seg_268956,4.6451037813576
seg_26a2a0,1.5409937061045627
seg_26cba3,4.858994896806145
seg_26edaa,9.073343894478299
seg_2700bd,4.928155100481726
seg_272a47,1.176034374712734
seg_274a1a,6.2012465622149
seg_2774c4,7.5847592090231295
seg_279725,8.966914445097332
seg_27a282,3.62851347044647
seg_27b7c8,7.461306631660847
seg_27db4d,6.95828664845303
seg_27de37,6.202752292938668
seg_27f532,7.978019477252502
seg_27ff17,5.496516673691543
seg_280863,4.103280443071477
seg_280e3b,3.706277787773529
seg_284223,5.353069119340945
seg_284923,9.399663681632488
seg_287e60,2.6078168063801974
seg_287fef,2.151796030595634
seg_288001,5.090020484317239
seg_2883ec,8.176654344862508
seg_289d99,1.859168322272212
seg_28fc32,6.2868766225778785
seg_29022f,3.043850539087864
seg_2916e3,8.3560450572593
seg_293dbf,4.056123926019654
seg_293dc2,2.612147926009735
seg_29475f,3.201046577700558
seg_295b1c,8.061572589081932
seg_2977cd,5.123106004376785
seg_29a073,5.260437513513617
seg_29acb7,4.867636673919444
seg_29c772,5.543378879624621
seg_29c906,5.065511648155449
seg_29d497,5.07264396212597
seg_29d4c6,8.773312256075796
seg_29e799,4.912300743089465
seg_2a0ace,9.070474143377423
seg_2a0afc,4.385333969524745
seg_2a0dc0,8.177857916088659
seg_2a2f1e,6.0852676252553435
seg_2a4551,6.424710302299139
seg_2a6343,7.7674939563959775
seg_2a8351,2.2977975726547353
seg_2aa101,1.9144588164561251
seg_2abd33,4.041878802108153
seg_2b2cb3,6.4171957210938775
seg_2b372b,3.2453166583346773
seg_2b4959,5.286722221758035
seg_2b6d52,8.30699429556568
seg_2ba79a,2.0689094826763923
seg_2bcbde,8.800184971965974
seg_2be983,9.143862308617049
seg_2bf5be,8.459062811644813
seg_2bf9dd,7.80697804098372
seg_2c3203,2.6583674377391047
seg_2c5e9f,6.7170616839275565
seg_2c6011,4.1292736215420325
seg_2c69e4,7.25916014093545
seg_2c762c,6.508454616936742
seg_2cac57,8.041242700008127
seg_2cadc0,5.961879349383376
seg_2cdbe3,4.435266785100246
seg_2d3828,5.629701890588813
seg_2d402d,2.068489762628861
seg_2d427f,1.811462352947578
seg_2d5544,4.884945879113039
seg_2d7cc4,4.416127327964071
seg_2d92f0,9.490643060544686
seg_2db7dc,4.143754034169681
seg_2dc6ff,1.3622373307554778
seg_2dccec,4.966258149917706
seg_2dcd3a,3.5801172110397186
seg_2dcd84,7.770178171567741
seg_2dfb91,3.8417404721314634
seg_2e2372,6.9639526659863344
seg_2e50fb,4.4693611941969795
seg_2e64af,4.880219903111666
seg_2e71dd,2.8341291061659706
seg_2e88dd,6.060749764991473
seg_2e917f,5.54271609493176
seg_2e9a47,6.881178344850756
seg_2ea616,3.50377741699405
seg_2eccb9,2.011719984952346
seg_2ece02,5.124175601410112
seg_2ed79b,4.875946284684751
seg_2eddf6,7.9815287310570895
seg_2ee95c,9.273663740273175
seg_2efd5c,7.80688743953157
seg_2f1664,6.667987488686672
seg_2f4f14,3.6542375473788256
seg_2f5695,4.901111740050107
seg_2f60db,8.82801491689643
seg_2f86cd,1.604625060905628
seg_2f8e19,7.01682389538093
seg_2f8f6d,8.86916024606053
seg_2f9336,6.086913939186914
seg_2f9581,4.708512765689264
seg_2fb672,7.7942588033065885
seg_2fe382,5.11914902122755
seg_301c1e,6.8882619634517415
seg_30207d,8.65550431097266
seg_304581,4.93141403365738
seg_304b87,3.737333861489983
seg_304df5,8.28809710358241
seg_30501b,8.70512023693185
seg_3065ba,4.930522792404372
seg_30661b,4.9741595253674085
seg_306756,8.069610273462898
seg_30ad2a,2.481128155491226
seg_30b043,3.0204673844562735
seg_30da11,4.0654672749478955
seg_30fd84,8.981584321628658
seg_310230,3.262240481539915
seg_31064b,1.886340140734756
seg_311499,2.2121236286722903
seg_311b5e,1.8535043193333915
seg_3128e6,4.9291457863536925
seg_3151ff,5.481780595014903
seg_31631c,6.383447202269186
seg_316f86,3.882186528826463
seg_318135,1.7867267797742532
seg_31a51f,4.162393067495718
seg_31a6cd,3.7859789020852226
seg_31b808,5.923330154630476
seg_31c0f4,8.896747655255945
seg_31d763,4.683409459624854
seg_31d7bf,2.254404082378423
seg_31d810,7.042679119371187
seg_31ddc5,7.8117003064317565
seg_3234ca,4.5914234131309
seg_324447,6.4735673972017045
seg_324537,5.063481438760026
seg_325790,4.648305207533639
seg_326eb7,5.121106908417571
seg_327ed4,3.8627151430902007
seg_32906d,2.4461472188693083
seg_32ad0f,8.907721333904888
seg_32c904,8.314038336068187
seg_32d747,5.1061899376523465
seg_32e763,4.342089997001827
seg_32f3a9,5.524690716245179
seg_32f6df,5.4241616973883495
seg_32f72d,4.756018976093252
seg_32fc4e,9.06134260623674
seg_330579,4.780131892747706
seg_3319b5,8.35970806089589
seg_331f2b,8.142499616031166
seg_3340b9,4.814329195292047
seg_335170,2.0248006326465884
seg_337b8c,4.900120327728866
seg_339f80,6.0902365848329705
seg_33c30d,2.956336195332304
seg_342ce6,8.55625209487116
seg_343571,6.7787607025570615
seg_3452b2,4.890220519652634
seg_34a2b8,4.050405547861143
seg_34a8f7,9.394908740316032
seg_34abd2,1.9102303077739098
seg_34ef79,3.9621942385742654
seg_3506d6,4.37775530097369
seg_35269b,9.003770004181606
seg_355717,3.009993996188531
seg_355d19,8.55325645740641
seg_35a2d7,9.08757832203947
seg_35b009,4.8635587875724395
seg_35b753,5.159693124890532
seg_35ba8f,8.853924384852494
seg_35c587,4.7221588671819585
seg_35dd45,9.322039333547735
seg_35ee83,5.010273454320933
seg_36147d,4.420424376575461
seg_361f5a,8.784073007318908
seg_3631ec,4.7995756618731855
seg_3661de,9.39536730446549
seg_369570,4.623029718997499
seg_36b77f,9.084346378272151
seg_36e32d,8.152948030433869
seg_3706be,7.016445469349846
seg_373a04,6.591358329524034
seg_373ba6,4.651811603568742
seg_37608b,4.621866287379204
seg_3761d0,3.7040839789154543
seg_37669c,3.0466878056841327
seg_376908,3.1514463151561567
seg_377134,4.935437437822538
seg_3788c5,8.590246494776844
seg_37bf85,1.8973920467886822
seg_37f3fb,4.6513375609962875
seg_38001b,2.442773295184918
seg_383b6b,5.2629635667112
seg_383f2e,7.301284078166104
seg_3865bc,3.9758332608545204
seg_3878d0,4.373988196019186
seg_389906,6.464966894402718
seg_38ad16,9.252305089911959
seg_38ee24,5.623181153497473
seg_392019,5.0951083342847845
seg_39300d,2.961198648541239
seg_395e0e,8.837084685999999
seg_397983,6.721280916740428
seg_397dc9,8.378498856290838
seg_398a25,5.205262853897875
seg_39a886,5.351923886353457
seg_39ad50,1.5242982442077357
seg_3a1600,4.453010016546286
seg_3a22ac,3.9459798297535613
seg_3a80c5,5.9792798275355965
seg_3a8a76,2.2774265481016416
seg_3aca44,3.64017460014349
seg_3adb1a,3.620021058292231
seg_3ae4d9,2.4168868298290325
seg_3af649,5.641344191574822
seg_3b2013,2.4346617761653797
seg_3b30fd,8.41464805451175
seg_3b4414,3.697654173626527
seg_3b7175,4.956494725923961
seg_3b7724,8.521769975104588
seg_3b95d2,9.156459267439358
seg_3b95dc,4.471779306995012
seg_3ba485,9.230553665884775
seg_3bb90a,4.672156273114711
seg_3bc9ed,5.124466483949845
seg_3bd97e,9.035034445094936
seg_3bf9ac,2.240885084491642
seg_3bfcf6,4.41715363956764
seg_3c3ddf,2.526525859250786
seg_3c4106,2.5629854519383626
seg_3c64fb,6.387604701227508
seg_3c8545,2.428696857147294
seg_3cba49,6.0791302922380295
seg_3cbccf,4.816395613647972
seg_3ce740,8.724392638910135
seg_3cfb73,8.50639087137445
seg_3d059a,3.854625141500554
seg_3d06cc,5.2114290703017785
seg_3d19fc,4.259131308367599
seg_3d1cb3,4.464873003843463
seg_3d1f2e,4.963876333736654
seg_3d581c,1.8264831969183473
seg_3d6aac,6.409492979218056
seg_3d6e79,5.623797277080651
seg_3d9aa0,3.741256598732351
seg_3db0a8,2.5586092354060033
seg_3e00cd,9.352336528658714
seg_3e55d5,4.668979615527871
seg_3e87b4,2.9354305173122937
seg_3ec967,4.7829084654781235
seg_3edf51,4.5212746130466845
seg_3f2086,9.074879159448253
seg_3f3689,3.023320119286014
seg_3f3983,6.713549619858477
seg_3f5be6,4.939808175253524
seg_3f80ef,5.200698275134356
seg_3f99c8,2.019856774421133
seg_3fb24b,4.109836215159087
seg_3fc7ca,8.748130243478421
seg_3fdae0,6.183780765999885
seg_407b2b,5.890317617502078
seg_40b3aa,1.7291338155606084
seg_40f810,4.518540553086748
seg_411225,4.410407585967082
seg_414d0f,5.890147429492133
seg_4185b3,5.177720402317304
seg_419531,6.748416665662053
seg_419b2a,8.18446433389316
seg_41a267,8.108895292544593
seg_41aadc,5.09725365995116
seg_41ab7e,7.588463332685029
seg_41be18,7.570226458066788
seg_41be7d,6.155512061100581
seg_41f45e,6.508303066741714
seg_420bcc,4.835203917449834
seg_420d4e,6.518646820268246
seg_421a96,5.124486204211561
seg_421da1,7.346876392323097
seg_423ebe,5.151751282866079
seg_425462,4.769209901224539
seg_42648c,3.0903662659792968
seg_4280d9,9.154854935122577
seg_428d66,4.259376147887248
seg_42c4c9,4.7709552928733165
seg_42e7e8,5.098770339146635
seg_42ff14,8.0529086932736
seg_430e66,6.461170807277231
seg_43383f,4.393440000885931
seg_434c96,3.0098146635536485
seg_43597f,4.394207239714176
seg_43c6f4,7.830802862181467
seg_440106,8.971915848856696
seg_4401d8,6.526246124011837
seg_441c6d,7.775463124905592
seg_4435bd,4.467061555336052
seg_447972,2.8745305482209176
seg_447b8b,9.095001617251482
seg_447cb3,8.402310720441438
seg_44d3ca,2.9670625304857667
seg_455b16,3.796845412406445
seg_456149,8.687080108336414
seg_457234,9.423972455982335
seg_45838b,5.476409774035908
seg_4587bb,7.097923734786459
seg_45a8a9,2.280754254065477
seg_45b051,1.899865829461273
seg_45e062,8.043412081763908
seg_45e4ed,4.3810527994964
seg_45e7ad,2.1365227801694213
seg_46012e,8.385417070925598
seg_460436,7.094849914545288
seg_461ab5,4.314266342531927
seg_461b63,5.129163076938278
seg_462c1d,6.938740714666467
seg_464839,5.976596332914436
seg_468bc9,9.078828107479243
seg_468fdb,3.45255331585509
seg_46a42b,3.8815775849930736
seg_46b84d,7.128687405588823
seg_46c6d3,7.983841457981125
seg_46dd7c,4.596041852230867
seg_4729a7,3.8841884009996113
seg_4743ab,7.74368390059357
seg_4743fa,9.420729178917245
seg_476700,4.550246026053482
seg_476bdb,2.7140549767683235
seg_477c83,3.728710331439469
seg_478327,6.066878653418284
seg_47a48f,7.938329915414755
seg_47d374,3.1739787001930333
seg_47fed6,7.39864451342209
seg_482745,5.308574423909823
seg_4848e3,4.406304778389173
seg_484901,4.713246080649883
seg_486973,4.7417951135209355
seg_48a4b3,7.2720215547181954
seg_48a80c,3.654146310111872
seg_48b545,7.109626123313038
seg_48feba,4.776213661899976
seg_490092,8.80767599443497
seg_490d6e,6.3357075850775475
seg_492dc6,4.73771244419312
seg_49322d,6.492287463262541
seg_49336f,4.239781543144387
seg_495573,9.058161589580704
seg_496d07,2.869688652632293
seg_496dad,2.435513180708546
seg_49b0cb,8.860670285283017
seg_49d84b,5.9961402772691335
seg_49fdf0,8.692066892547823
seg_4a2525,8.165144808902253
seg_4a6096,1.958593992169783
seg_4a719c,3.6188032227747327
seg_4a91a9,4.606428468429383
seg_4a9e6b,6.773739759964422
seg_4a9e8d,8.185304298606397
seg_4ab7bf,9.064005096745985
seg_4abc29,3.4182977820884926
seg_4acc4b,4.0425526534839715
seg_4ad5a2,6.00563776492131
seg_4ad674,4.9626174221620865
seg_4adeda,8.719563069743337
seg_4ae37c,6.505558906978288
seg_4ae712,9.19948585003779
seg_4b0839,1.9300683003042787
seg_4b4c91,7.470774985317766
seg_4b4ffb,4.623782026478685
seg_4b8044,4.854196602765567
seg_4b953a,3.924454617065273
seg_4ba3d1,7.046840808747804
seg_4c067a,5.1145471381332355
seg_4c12b2,3.7502105167028423
seg_4c18e2,2.0538315866365773
seg_4c3a2b,7.3636875149920495
seg_4c4995,5.193718478566039
seg_4c65e6,8.527433091042179
seg_4c8db6,8.157693514071047
seg_4ca6de,6.717998442451009
seg_4cb0d7,5.91547684081798
seg_4cb9c6,4.727020492252547
seg_4ce234,6.407662537146403
seg_4d0008,5.114824743645236
seg_4d0041,7.561840968213377
seg_4d0c45,5.716484308210549
seg_4d18f4,2.8781672200542534
seg_4d2671,5.795760246377462
seg_4d53c2,9.353778768703366
seg_4d5a4a,4.3283240688903195
seg_4d7c56,4.9330929562904515
seg_4d8f0f,4.071258877827704
seg_4db886,8.54485709297753
seg_4db997,2.5793552265552266
seg_4dbbd1,6.438910497966215
seg_4ddddc,6.704935486909703
seg_4dfa03,2.302108084920158
seg_4e0c4a,9.137314450776323
seg_4e2c66,2.103919945654062
seg_4e3bd7,2.680253853922333
seg_4e627b,5.2510112434323615
seg_4e9646,7.463442119989963
seg_4ea3fa,5.1109696613535665
seg_4ea81c,3.555700836880281
seg_4eb127,4.131284586391853
seg_4eeaef,2.8591628785074246
seg_4eef28,8.727121736644039
seg_4f48b4,1.9339068815200342
seg_4f5931,8.925591451847046
seg_4f76a2,4.820190820608473
seg_4f83a3,7.426202574509274
seg_4fa87d,8.519269636881067
seg_4fce5b,3.0930132802523933
seg_4fd191,4.340767050829846
seg_500108,5.042056678713832
seg_5009d9,1.8709028813895594
seg_500c80,6.340811432446936
seg_502fab,7.784070361951839
seg_507065,3.892289472062954
seg_5090fa,6.774396750671456
seg_509d55,4.622363452662444
seg_50a667,4.2918133881978715
seg_50b048,6.007069389001869
seg_50e270,7.6884824574438655
seg_511d25,7.886001538277357
seg_512b3e,8.840851642010206
seg_514543,4.92348880619629
seg_5147e1,5.098904771234327
seg_514b85,8.537181215338673
seg_5165a4,5.925339418567652
seg_517345,5.243859513143585
seg_517425,2.9112690344893877
seg_51865e,3.7279679259982608
seg_518b1e,2.8500065471346043
seg_51b68c,8.339216230875278
seg_51f0a2,3.596418884092975
seg_51f6fd,5.241471632534096
seg_521a88,7.260034333121696
seg_523945,2.121213092011106
seg_524b39,5.2808617034741285
seg_5254ce,7.901168326103273
seg_5255c0,7.29770439364334
seg_52636c,2.20709110005068
seg_529be4,5.062105675434886
seg_529c99,4.51984575967076
seg_52c139,9.177384140098106
seg_530a02,8.144750443935807
seg_53103b,2.425321376580978
seg_5311d1,2.9323352788215837
seg_533613,8.228496241140956
seg_53498a,3.1396548189045066
seg_53a557,4.69323973119011
seg_53a5fd,5.829735384001876
seg_53bdf5,8.303901687460717
seg_53caf1,7.318865717665215
seg_53d818,4.5315751752087765
seg_53e645,5.625697985764425
seg_53fa13,4.69959010979851
seg_5407b0,3.8124848460557255
seg_5445bc,4.45329055171948
seg_54490e,7.5645279717918505
seg_545fda,7.995221048436848
seg_5467c8,8.229371418751423
seg_546864,7.028448620255011
seg_5470ca,5.429465598926575
seg_5495ca,3.5313228405845454
seg_54af0d,3.138574938284846
seg_54b0ee,7.0387125866875495
seg_54d0f3,2.067739297351849
seg_55239a,3.729098353889632
seg_552b8e,9.257868051795606
seg_5559d9,1.9281630209856282
seg_555f63,1.8797394531269747
seg_5597ed,4.570328323118939
seg_55a0c3,4.351556814374573
seg_55a9a4,6.321510088292946
seg_55b566,2.06493938517413
seg_55d50b,2.5633775092164535
seg_561cf4,2.2220393151870765
seg_563059,6.270547980657416
seg_5639b3,5.072187821742422
seg_566efe,8.79649543611272
seg_56e3e7,8.946536825662958
seg_56e6f1,5.258527139401739
seg_56ebc7,3.679630160636631
seg_570a20,4.301495262910823
seg_570d69,8.184998861621473
seg_572172,6.6406431663453205
seg_5759c9,6.706952347441657
seg_5765b6,6.167700662437923
seg_578e84,8.462525724374391
seg_57908c,3.7802368802719073
